,player,age,nationality,position,selling_club,previous_league,est_market_value,fee,buying_club,window,year,buying_league
5,Adrián Dalmau,24,Spain,Centre-Forward,Villarreal CF B,Spain,£270Th.,free transfer,Heracles Almelo,s_w=s,2018,NL1
6,Jelle van Benthem,19,Netherlands,Centre-Back,FC Twente Enschede U19,Netherlands,-,free transfer,Heracles Almelo,s_w=s,2018,NL1
7,Stephen Sama,25,Germany,Centre-Back,SpVgg Greuther Fürth,Germany,£180Th.,free transfer,Heracles Almelo,s_w=s,2018,NL1
8,Alexander Merkel,26,Kazakhstan,Central Midfield,FC Admira Wacker Mödling,Austria,£450Th.,free transfer,Heracles Almelo,s_w=s,2018,NL1
9,Koen Bucker,22,Netherlands,Goalkeeper,AZ Alkmaar U21,Netherlands,£45Th.,free transfer,Heracles Almelo,s_w=s,2018,NL1
10,Dabney dos Santos,22,Netherlands,Left Winger,AZ Alkmaar,Netherlands,£675Th.,free transfer,Heracles Almelo,s_w=s,2018,NL1
11,Jesper Drost,25,Netherlands,Attacking Midfield,FC Groningen,Netherlands,£900Th.,free transfer,Heracles Almelo,s_w=s,2018,NL1
12,Silvester van der Water,21,Netherlands,Right Winger,Almere City FC,Netherlands,£315Th.,?,Heracles Almelo,s_w=s,2018,NL1
13,Zeki Erkilinc,20,Netherlands,Left Winger,FC Twente Enschede U21,Netherlands,£68Th.,-,Heracles Almelo,s_w=s,2018,NL1
14,Daryl van Mieghem,28,Netherlands,Right Winger,De Graafschap Doetinchem,Netherlands,£360Th.,"End of loanJun 30, 2018",Heracles Almelo,s_w=s,2018,NL1
15,Tarik Kada,22,Netherlands,Right Winger,FC Eindhoven,Netherlands,£90Th.,"End of loanJun 30, 2018",Heracles Almelo,s_w=s,2018,NL1
0,Greg Leigh,23,Jamaica,Left-Back,Bury FC,England,£90Th.,free transfer,NAC Breda,s_w=s,2018,NL1
1,Gervane Kastaneer,22,Curacao,Left Winger,1.FC Kaiserslautern,Germany,£315Th.,free transfer,NAC Breda,s_w=s,2018,NL1
2,Mikhail Rosheuvel,27,Netherlands,Right Winger,Roda JC Kerkrade,Netherlands,£495Th.,free transfer,NAC Breda,s_w=s,2018,NL1
3,Jurich Carolina,19,Curacao,Left-Back,PSV Eindhoven U21,Netherlands,£180Th.,free transfer,NAC Breda,s_w=s,2018,NL1
4,Theo Zwarthoed,35,Netherlands,Goalkeeper,SBV Excelsior Rotterdam,Netherlands,£270Th.,free transfer,NAC Breda,s_w=s,2018,NL1
5,Arijanet Muric,19,Kosovo,Goalkeeper,Manchester City,England,-,loan transfer,NAC Breda,s_w=s,2018,NL1
6,Robert Mühren,29,Netherlands,Centre-Forward,SV Zulte Waregem,Belgium,£630Th.,loan transfer,NAC Breda,s_w=s,2018,NL1
7,Anouar Kali,27,Morocco,Defensive Midfield,FC Utrecht,Netherlands,£810Th.,?,NAC Breda,s_w=s,2018,NL1
8,Luka Ilic,19,Serbia,Attacking Midfield,Manchester City,England,£1.80m,loan transfer,NAC Breda,s_w=s,2018,NL1
9,Erik Palmer-Brown,21,United States,Centre-Back,Manchester City U23,England,£450Th.,loan transfer,NAC Breda,s_w=s,2018,NL1
10,Benjamin van Leer,26,Netherlands,Goalkeeper,Ajax Amsterdam,Netherlands,£1.35m,loan transfer,NAC Breda,s_w=s,2018,NL1
11,Sydney van Hooijdonk,18,Netherlands,Centre-Forward,NAC Breda U19,Netherlands,-,-,NAC Breda,s_w=s,2018,NL1
12,Pele van Anholt,27,Netherlands,Right-Back,Without Club,Without Club,£540Th.,-,NAC Breda,s_w=s,2018,NL1
13,Jordan van der Gaag,19,Netherlands,Attacking Midfield,NAC Breda U19,Netherlands,-,-,NAC Breda,s_w=s,2018,NL1
14,Marwin Reuvers,19,Netherlands,Central Midfield,NAC Breda U19,Netherlands,-,-,NAC Breda,s_w=s,2018,NL1
15,Grad Damen,20,Netherlands,Defensive Midfield,Helmond Sport,Netherlands,£113Th.,"End of loanJun 30, 2018",NAC Breda,s_w=s,2018,NL1
16,Fisayo Adarabioyo,23,England,Centre-Forward,TOP Oss,Netherlands,£68Th.,"End of loanJun 30, 2018",NAC Breda,s_w=s,2018,NL1
17,Sven van der Maaten,23,Netherlands,Goalkeeper,SC Telstar,Netherlands,£68Th.,"End of loanJun 30, 2018",NAC Breda,s_w=s,2018,NL1
18,Vinnie Vermeer,22,Netherlands,Central Midfield,SV TEC Tiel,Netherlands,£68Th.,"End of loanJun 30, 2018",NAC Breda,s_w=s,2018,NL1
0,Mike van Duinen,26,Netherlands,Centre-Forward,SBV Excelsior Rotterdam,Netherlands,£1.13m,£675Th.,PEC Zwolle,s_w=s,2018,NL1
1,Vito van Crooij,22,Netherlands,Right Winger,VVV-Venlo,Netherlands,£900Th.,£585Th.,PEC Zwolle,s_w=s,2018,NL1
2,Clint Leemans,22,Netherlands,Central Midfield,VVV-Venlo,Netherlands,£1.80m,£315Th.,PEC Zwolle,s_w=s,2018,NL1
3,Gustavo Hamer,21,Netherlands,Central Midfield,Feyenoord Rotterdam,Netherlands,£450Th.,£270Th.,PEC Zwolle,s_w=s,2018,NL1
4,Zian Flemming,19,Netherlands,Attacking Midfield,Ajax Amsterdam U21,Netherlands,£225Th.,£113Th.,PEC Zwolle,s_w=s,2018,NL1
5,Darryl Lachman,28,Curacao,Centre-Back,Willem II Tilburg,Netherlands,£900Th.,free transfer,PEC Zwolle,s_w=s,2018,NL1
6,Stanley Elbers,26,Netherlands,Right Winger,SBV Excelsior Rotterdam,Netherlands,£540Th.,free transfer,PEC Zwolle,s_w=s,2018,NL1
7,Thomas Lam,24,Finland,Centre-Back,Nottingham Forest,England,£1.13m,free transfer,PEC Zwolle,s_w=s,2018,NL1
8,Kenneth Paal,21,Netherlands,Left-Back,PSV Eindhoven,Netherlands,£630Th.,loan transfer,PEC Zwolle,s_w=s,2018,NL1
9,Denis Genreau,19,Australia,Attacking Midfield,Melbourne City FC,Australia,£45Th.,loan transfer,PEC Zwolle,s_w=s,2018,NL1
10,Ouasim Bouy,25,Morocco,Defensive Midfield,Leeds United,England,£450Th.,loan transfer,PEC Zwolle,s_w=s,2018,NL1
11,Gianluca Scamacca,19,Italy,Centre-Forward,US Sassuolo,Italy,£720Th.,loan transfer,PEC Zwolle,s_w=s,2018,NL1
12,Alessandro Tripaldelli,19,Italy,Left-Back,US Sassuolo,Italy,£180Th.,loan transfer,PEC Zwolle,s_w=s,2018,NL1
13,Dean Bouzanis,27,Australia,Goalkeeper,Melbourne City FC,Australia,£360Th.,loan transfer,PEC Zwolle,s_w=s,2018,NL1
14,Sepp van den Berg,16,Netherlands,Centre-Back,PEC Zwolle U19,Netherlands,£450Th.,-,PEC Zwolle,s_w=s,2018,NL1
15,Ted van de Pavert,26,Netherlands,Centre-Back,NEC Nijmegen,Netherlands,£450Th.,"End of loanJun 30, 2018",PEC Zwolle,s_w=s,2018,NL1
16,Josef Kvida,21,Czech Republic,Centre-Back,Almere City FC,Netherlands,£180Th.,"End of loanJun 30, 2018",PEC Zwolle,s_w=s,2018,NL1
0,Érick Gutiérrez,23,Mexico,Central Midfield,CF Pachuca,Mexico,£6.75m,£5.40m,PSV Eindhoven,s_w=s,2018,NL1
1,Angeliño,21,Spain,Left-Back,Manchester City U23,England,£2.70m,£4.95m,PSV Eindhoven,s_w=s,2018,NL1
2,Denzel Dumfries,22,Netherlands,Right-Back,SC Heerenveen,Netherlands,£3.60m,£4.95m,PSV Eindhoven,s_w=s,2018,NL1
3,Ryan Thomas,23,New Zealand,Central Midfield,PEC Zwolle,Netherlands,£2.70m,£2.48m,PSV Eindhoven,s_w=s,2018,NL1
4,Aziz Behich,27,Australia,Left-Back,Bursaspor,Turkey,£2.48m,£1.35m,PSV Eindhoven,s_w=s,2018,NL1
5,Nick Viergever,28,Netherlands,Centre-Back,Ajax Amsterdam,Netherlands,£2.70m,free transfer,PSV Eindhoven,s_w=s,2018,NL1
6,Lars Unnerstall,27,Germany,Goalkeeper,VVV-Venlo,Netherlands,£1.80m,free transfer,PSV Eindhoven,s_w=s,2018,NL1
7,Trent Sainsbury,26,Australia,Centre-Back,Jiangsu Suning,China,£900Th.,free transfer,PSV Eindhoven,s_w=s,2018,NL1
8,Donyell Malen,19,Netherlands,Centre-Forward,PSV Eindhoven U21,Netherlands,£675Th.,-,PSV Eindhoven,s_w=s,2018,NL1
9,Cody Gakpo,19,Netherlands,Left Winger,PSV Eindhoven U19,Netherlands,£360Th.,-,PSV Eindhoven,s_w=s,2018,NL1
10,Hidde Jurjus,24,Netherlands,Goalkeeper,Roda JC Kerkrade,Netherlands,£810Th.,"End of loanJun 30, 2018",PSV Eindhoven,s_w=s,2018,NL1
11,Jordy de Wijs,23,Netherlands,Centre-Back,SBV Excelsior Rotterdam,Netherlands,£1.13m,"End of loanJun 30, 2018",PSV Eindhoven,s_w=s,2018,NL1
0,Simon Gustafson,23,Sweden,Attacking Midfield,Feyenoord Rotterdam,Netherlands,£2.25m,£900Th.,FC Utrecht,s_w=s,2018,NL1
1,Joris van Overeem,24,Netherlands,Central Midfield,AZ Alkmaar,Netherlands,£1.35m,£630Th.,FC Utrecht,s_w=s,2018,NL1
2,Leon Guwara,22,Germany,Left-Back,SV Werder Bremen,Germany,£630Th.,£540Th.,FC Utrecht,s_w=s,2018,NL1
3,Nicolas Gavory,23,France,Left-Back,Clermont Foot 63,France,£720Th.,£225Th.,FC Utrecht,s_w=s,2018,NL1
4,Othman Boussaid,18,Belgium,Attacking Midfield,Lierse SK,Belgium,£180Th.,free transfer,FC Utrecht,s_w=s,2018,NL1
5,Emil Bergström,25,Sweden,Centre-Back,Rubin Kazan,Russia,£1.58m,free transfer,FC Utrecht,s_w=s,2018,NL1
6,Oussama Tannane,24,Morocco,Attacking Midfield,AS Saint-Étienne,France,£1.35m,loan transfer,FC Utrecht,s_w=s,2018,NL1
7,Jean-Christophe Bahebeck,25,France,Centre-Forward,Paris Saint-Germain,France,£1.35m,free transfer,FC Utrecht,s_w=s,2018,NL1
8,Timo Letschert,25,Netherlands,Centre-Back,US Sassuolo,Italy,£2.25m,loan transfer,FC Utrecht,s_w=s,2018,NL1
0,Damian van Bruggen,22,Netherlands,Centre-Back,PSV Eindhoven U21,Netherlands,£675Th.,free transfer,VVV-Venlo,s_w=s,2018,NL1
1,Christian Kum,32,Netherlands,Centre-Back,Roda JC Kerkrade,Netherlands,£360Th.,free transfer,VVV-Venlo,s_w=s,2018,NL1
2,Tino-Sven Susic,26,Bosnia-Herzegovina,Central Midfield,Royal Antwerp FC,Belgium,£900Th.,free transfer,VVV-Venlo,s_w=s,2018,NL1
3,Martin Samuelsen,21,Norway,Left Winger,West Ham United U23,England,£225Th.,loan transfer,VVV-Venlo,s_w=s,2018,NL1
4,Peter van Ooijen,26,Netherlands,Central Midfield,Heracles Almelo,Netherlands,£495Th.,free transfer,VVV-Venlo,s_w=s,2018,NL1
5,Axel Borgmann,24,Germany,Left-Back,FC Vaduz,Switzerland,£360Th.,free transfer,VVV-Venlo,s_w=s,2018,NL1
6,Lars Unnerstall,27,Germany,Goalkeeper,PSV Eindhoven,Netherlands,£1.80m,loan transfer,VVV-Venlo,s_w=s,2018,NL1
7,Peniel Mlapa,27,Togo,Centre-Forward,SG Dynamo Dresden,Germany,£495Th.,loan transfer,VVV-Venlo,s_w=s,2018,NL1
8,Sem Steijn,16,Netherlands,Central Midfield,ADO Den Haag U19,Netherlands,-,loan transfer,VVV-Venlo,s_w=s,2018,NL1
9,Jay-Roy Grot,20,Netherlands,Centre-Forward,Leeds United,England,£1.13m,loan transfer,VVV-Venlo,s_w=s,2018,NL1
10,Patrick Joosten,22,Netherlands,Left Winger,FC Utrecht,Netherlands,£360Th.,loan transfer,VVV-Venlo,s_w=s,2018,NL1
11,Bram Verbong,18,Netherlands,Goalkeeper,VVV-Venlo U19,Netherlands,£45Th.,-,VVV-Venlo,s_w=s,2018,NL1
12,Yahcuroo Roemer,16,Netherlands,Right Winger,VVV-Venlo U17,Netherlands,-,-,VVV-Venlo,s_w=s,2018,NL1
13,Evert Linthorst,18,Netherlands,Central Midfield,VVV-Venlo U19,Netherlands,£68Th.,-,VVV-Venlo,s_w=s,2018,NL1
14,Stan van Dijck,17,Netherlands,Centre-Back,VVV-Venlo U19,Netherlands,£68Th.,-,VVV-Venlo,s_w=s,2018,NL1
15,Simon Janssen,17,Netherlands,Central Midfield,VVV-Venlo U19,Netherlands,-,-,VVV-Venlo,s_w=s,2018,NL1
0,Hilary Gong,19,Nigeria,Right Winger,AS Trencin,Slovakia,£405Th.,£1.80m,Vitesse Arnhem,s_w=s,2018,NL1
1,Matus Bero,22,Slovakia,Central Midfield,Trabzonspor,Turkey,£1.35m,£1.48m,Vitesse Arnhem,s_w=s,2018,NL1
2,Rasmus Thelander,26,Denmark,Centre-Back,FC Zürich,Switzerland,£900Th.,£225Th.,Vitesse Arnhem,s_w=s,2018,NL1
3,Khalid Karami,28,Netherlands,Right-Back,SBV Excelsior Rotterdam,Netherlands,£720Th.,free transfer,Vitesse Arnhem,s_w=s,2018,NL1
4,Oussama Darfalou,24,Algeria,Centre-Forward,USM Alger,Algeria,£900Th.,free transfer,Vitesse Arnhem,s_w=s,2018,NL1
5,Eduardo,35,Portugal,Goalkeeper,Chelsea FC,England,£900Th.,loan transfer,Vitesse Arnhem,s_w=s,2018,NL1
6,Max Clark,22,England,Left-Back,Hull City,England,£225Th.,free transfer,Vitesse Arnhem,s_w=s,2018,NL1
7,Jake Clarke-Salter,20,England,Centre-Back,Chelsea FC U23,England,£900Th.,loan transfer,Vitesse Arnhem,s_w=s,2018,NL1
8,Danilho Doekhi,20,Netherlands,Centre-Back,Ajax Amsterdam U21,Netherlands,£225Th.,?,Vitesse Arnhem,s_w=s,2018,NL1
9,Martin Ødegaard,19,Norway,Attacking Midfield,Real Madrid,Spain,£3.60m,loan transfer,Vitesse Arnhem,s_w=s,2018,NL1
10,Charly Musonda Jr.,21,Belgium,Attacking Midfield,Chelsea FC,England,£4.50m,loan transfer,Vitesse Arnhem,s_w=s,2018,NL1
11,Thomas Buitink,18,Netherlands,Centre-Forward,Vitesse Arnhem U19,Netherlands,£180Th.,-,Vitesse Arnhem,s_w=s,2018,NL1
